24-11-03.11:10:20.077 [main            ] WARN  SequentialDnsAddressResolverFactory - DNS TCP fallback on UDP query timeout disabled. Upgrade Netty to 4.1.105 or higher.
24-11-03.11:15:24.474 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.479 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.482 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.486 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.490 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.495 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.500 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.504 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.509 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.513 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.518 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.522 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.525 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:24.529 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
24-11-03.11:15:41.403 [main            ] WARN  SequentialDnsAddressResolverFactory - DNS TCP fallback on UDP query timeout disabled. Upgrade Netty to 4.1.105 or higher.
24-11-03.11:18:25.278 [Retail_HikariCP housekeeper] WARN  HikariPool             - Retail_HikariCP - Thread starvation or clock leap detected (housekeeper delta=46s41ms8µs500ns).
24-11-03.11:19:00.228 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:54.385 [main            ] WARN  SequentialDnsAddressResolverFactory - DNS TCP fallback on UDP query timeout disabled. Upgrade Netty to 4.1.105 or higher.
24-11-03.11:19:57.676 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.704 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.707 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.710 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.714 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.718 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.721 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.724 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.727 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.731 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.734 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.737 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.740 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.743 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.746 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.750 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.754 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.757 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.760 [main            ] WARN  RaffleOrderTest        - 活动库存不足
24-11-03.11:19:57.764 [main            ] WARN  RaffleOrderTest        - 活动库存不足
